,idx,content,true_label,pred_label,label
231,231,honestly i would say that this pant is full value of money this is the best at this price range you will not unsatisfied just go for it filpkartforever,positive,positive,positive
232,232,very useful and efficientit works very fastlots of options are there after heating water through this kettle it works accurate and time saver alsoi like it,positive,positive,positive
233,233,nice good for and most better for use it has great motor and nice speed and colour is also good but red colour is most better i think it also have red colour,positive,neutral,neutral
234,234,great experience with quality product from portronicsworking smoothlysound quality awesomelook greatworking smoothlybass boost feature enhance sound quality,positive,positive,positive
235,235,great got 128 including offers easy to hold any mobile even during charging it can also hold 10 inch tablet easily no issuesquality and material is great,positive,positive,positive
236,236,packagingclocker qualitylooks every single thing is great i really like the packaging quality of flipkart no matter how big a thing is it never gets spoiled,positive,positive,positive
237,237,great product amazing performance true to its name prestigeperfect packing and timely delivery keep up the good work and you would not need any advertisement,positive,positive,positive
238,238,we bought product on last month we have used only 2 times its not working now how can we trust if you provide these kind of products its really very bad to use,negative,negative,negative
239,239,dont buy this productits not working one monthexpecelly dont buy from flipkart they are not providing proper service to buyers dont lose your money be careful,negative,negative,negative
240,240,very bad product l am only used 18 days and its motor damaged dont buy anyone this productand company dejected to refundreplace the productpls dont buy anyone,negative,negative,negative
241,241,best in the market water purifieri like the installation installation took 1 day timepureit sent a very humble and knowledgeable person for installation,positive,positive,positive
242,242,good for buy this is very useful for riding because i have superbike soo my eye get water i riding fastly soo this product solved this my issu thnx flipkart,positive,positive,positive
243,243,excellent camera at such a wonderful price very good features video quality so far happy with the camera will write in detail review after using for a month,positive,positive,positive
244,244,very good thief friendly camera if someone cuts internet it wont work so this is not security camera dont buy go for other brand offline recording camera,negative,negative,negative
245,245,bought it for my babyshould take care of fallnever leave the baby alone as the front stand will get detached from the chair easilyoverall a good product,positive,neutral,neutral
246,246,the size is too small and very thin and not working for heavy winter its perfect for works on temp 20 c to 25 c there is no cover boxreally very bad experince,negative,negative,negative
247,247,very pathetic product and expirince was also very bad seller trying to act smart they dnt accept return request just waste my day dont buy with this seller,negative,negative,negative
248,248,its a good productworth it for money and those who are all see the product review as like medont panic it is the good product to buystay home stay safe,positive,positive,positive
249,249,one of the best multivitamin i have used yet you feel from 2nd day your energy level going up but dont take regularly otherwise you going to be habitual,positive,positive,positive
250,250,i ordered a rock crawler and i got the rock crawling carti hated this it is not made for offroading it is very slow it is 2 wheel driveit is ridiculous,negative,negative,negative
251,251,value for money if manufacturers provides top rack cloth its very help ful ovaral good product i have received thanks to seller and flipkart especially ekart,positive,positive,positive
252,252,writing review after 1 month of use its just fabulous close your eyes and go for it safe delivery by flipkart all total a nice product and energy saver,positive,positive,positive
253,253,good product at reasonable price delivered before the date but courier boy didnt do a good job he asked for extra money to deliver it to my pin code 229127,negative,negative,negative
254,254,this is awesome refrigerator i love this product due to his cool colour and awesome design this is working perfectly fine thanks flipkart for this product,positive,positive,positive
255,255,nice but heat upper side alot and the installation man is illiterate person he dont no anything about this product only he connected the switch thts it,positive,neutral,neutral
256,256,v bad this is the second time i had ordered memory cars from samsung but both times it got corrupted within a monthi lost my documents stored in memory card,negative,negative,negative
257,257,very good and clear sweet sound good for those who like soft and medium song sufficient bass happy with the quality but dont expect bass like bass tube,positive,positive,positive
258,258,product is nice and i am totally satisfied with the product and also delivery service of flipkart is too good i am totally satisfied with overall things,positive,positive,positive
259,259,it seems the product is used and very ild and is delivered in very poor conditionand its defective not working this is what they are providing to customers,negative,negative,negative
260,260,just okay chinese product not much longer life but if being sold in discount buy and use for some time dont have very high expectations just average product,negative,neutral,neutral
261,261,wastage of fruits is too much and pots become too much dirty after each useits gear partially damaged by single usefeeling sadness to purchase this juicer,negative,negative,negative
262,262,really good product so i am very happy this product because i use this mixture grinder very silence on running time machine amazing prices and good quality,positive,positive,positive
263,263,waste of money please dnt buy from sarika enterprises i ordered 2 the 1st one i received was a good quality the second i received quality was very very poor,positive,negative,negative
264,264,wow 1 fast delivery with in 3days2 fast file transfer speed 130mpbs3 cloud backup4 red color is just 5 3 year warranty6 lite weightoverall recommend to buy,positive,positive,positive
265,265,wow 1 fast delivery with in 3days2 fast file transfer speed 130mpbs3 cloud backup4 red color is just 5 3 year warranty6 lite weightoverall recommend to buy,positive,positive,positive
266,266,it is good quality material and i recommend it it is a comfortable and cotton materialistic which doesnot fade away or colour is also not removing after wash,positive,positive,positive
267,267,the quality is similar to our mobile phone mic but for me i am using it only for my laptop so its fine it is almost 6 month and still no issuesvalue for money,positive,positive,positive
268,268,product size is too much smaller than the shown product they have mentioned that the height of the product is 190 cm but it actual height is less than 130 cm,neutral,negative,negative
269,269,its a very good product had a slight hesitation b4 buying it but totally worth the price and best thing is tat flikart packaging is too good thumbs up flipkart,positive,positive,positive
270,270,not fully noise reduction you can hear outside sounds but still it can be useful for some purpose when you take it out from your ears its hurt a little,negative,neutral,neutral
271,271,different sizes as i had asked for l size but 1 was l and other was xxl size also different colours seller makes fool dont buy from this seller waste of money,negative,negative,negative
272,272,different sizes as i had asked for l size but 1 was l and other was xxl size also different colours seller makes fool dont buy from this seller waste of money,negative,negative,negative
273,273,different sizes as i had asked for l size but 1 was l and other was xxl size also different colours seller makes fool dont buy from this seller waste of money,negative,negative,negative
274,274,just amazing great sound quality and everything is just good so i ordered new boat headphone im a happy customer and i will order my new things from you,positive,positive,positive
275,275,this is very great product this is sneaker is very comfortable to me and this is 5th product that i will order with flipkart and this is my best experience,positive,positive,positive
276,276,product quality is as like as price i would not say excellent quality but its good ok type quality could have been little better to appeal more customers,positive,neutral,neutral
277,277,long process for contacting customer supportthe speed is very lowif i want to exchange the productill have to spend again from my pocketoverall poor experience,negative,negative,negative
278,278,only flipkart has this dual band latest router good coverage on 24 ghz faster speeds with 5ghz channel thank you flipkart for the fast delivery just 2 days,positive,positive,positive
279,279,perfectly working on laptops but not good for mobile phones as wifi connects to mobile phone but after some time it shows net is not available on this network,negative,negative,negative
280,280,got this product at good condition the design and colour was simply superb i got this at a price of 454rsgo fit out if you get that at that pricehappy shopping,positive,positive,positive
281,281,i got it for 537rsit is worth itit is an amazing watch so premiumfor this price i got a branded watchso guys u can purchase this watch without any doubt,positive,positive,positive
282,282,the watch is a great product under this price range it look attractive and have a lot of features the heart rate monitor is also quite accurate great product,positive,positive,positive
283,283,not stable and the base is not flat hence the phone is not stable also due to the weight of the phone the base leans forward and feels the phone will fall,negative,negative,negative
284,284,not stable and the base is not flat hence the phone is not stable also due to the weight of the phone the base leans forward and feels the phone will fall,negative,negative,negative
285,285,it delivered today and today i read near 40 pages best book for beginners for clarity of answer writingthank you upsc guide and also thank you shrushti mam,positive,positive,positive
286,286,wow great product my son 1 st birthday he is enjoyed lot thank u flip kart this credit goes to you keep continue to sell good product to customersthanks alot,positive,positive,positive
287,287,built quality super picture quality superbut sound quality bad sound full noise not perfect not connected wifi with password without password wifi connected,positive,negative,negative
288,288,this product is totally waste my money is waste flip kart also waste why flip kart is selling like this very worst productflip kart name is totsl spoil,negative,negative,negative
289,289,purchased 2 nos of tomex grey broom holder first on 15th oct 22 and 2nd 24 oct 22 both are perfect strudy and nice griphighly recommended giving 5 stars,positive,positive,positive
290,290,such an amazing product perfect width perfect height took some time to assemble but all was worth it thank you flipkart and torche for such an amazing product,positive,positive,positive
291,291,good product at very reasonable price i was not able to install it at first but then i found its installation and usage video on youtube it works like a charm,positive,positive,positive
292,292,very good product i will suggest to buy this item if someone is showing interest in this please reduce delivery timeas you are taking a long time to deliver,positive,neutral,neutral
293,293,services are very good a diet consultant are provided by brand which is nice thing and they are really good and their diet plans are nice and impressive thanks,positive,positive,positive
294,294,good cycle by urban terrain but not a value for money product it dont has the back seat the seat is very adjustable and it is very good product after all,positive,neutral,neutral
295,295,working fine my lcd tv used to turn off in my old inverter while changeover but in this the transition is good no noise from normal fans ups mode is also there,positive,positive,positive
296,296,super product fast delivery from flipkart first time buying this brand 100 satisfied im gifting this product to my wife on her birthday she loves this product,positive,positive,positive
297,297,stumps are goods but it takes too long time for delivery when i got stumps that time our cricket tournament had been over delivery service is very worst,negative,negative,negative
298,298,device internally making tak tak tak noises on starting it delivered without proper quality check unexpected way of product from voltasextremely disappointed,negative,negative,negative
299,299,its a very useful household product its hassle free very compact and fit for a small family of maybe 4 members its hot wash program is simply superb go for it,positive,positive,positive
300,300,compact and nicesmooth operationeffective cleaning of oily utensils frying pans etc dinner plates need to be thin rimmed and preferred to be 10 11 max dia,positive,positive,positive
301,301,i like it very much awesome product in affordable price it support usb 20 around speed of 2530 mbps while file transfer usb 30 around speed of 5560 mbps,positive,positive,positive
302,302,i like it very much awesome product in affordable price it support usb 20 around speed of 2530 mbps while file transfer usb 30 around speed of 5560 mbps,positive,positive,positive
303,303,worst product ever motor not working only after just three uses and return window also has been closed wastage of money never buy anything from flipkart,negative,negative,negative
304,304,belt looks ok but artificial leather genuine leather mens belt is available in this price but womens genuine leather belt is not available in this range,positive,neutral,neutral
305,305,pants are really nice and comfy the best thing about flipkart is that you get the best rates here the same pants on other ecom sites are a bit expensive,positive,positive,positive
306,306,too good its of rayon material so it is very soft and the quality of the material is also very good i dont think it is transparent happy with the purchase,positive,positive,positive
307,307,too good its of rayon material so it is very soft and the quality of the material is also very good i dont think it is transparent happy with the purchase,positive,positive,positive
308,308,too good its of rayon material so it is very soft and the quality of the material is also very good i dont think it is transparent happy with the purchase,positive,positive,positive
309,309,i wanted to let you know that i am quite pleased with you fast delivery your product which works well as advertisedproduct is awesome satisfied with product,positive,positive,positive
310,310,as per price product is goodfabric is also nice and pip is also good qualityonly racks u should gives in plasticotherwise everything is good i liked it,positive,positive.,positive
311,311,display its just like lcd tv and image can not zoomif you want to zoom some content imgso not possible please dont buy if you want to zoom any content image,neutral,negative.,negative
312,312,fast charging like vooc 33 chargerit can charge mobile 20 to 70 in just 38 mintotally satisfied with this chargerand one thing you get 2 year warranty with it,positive,positive,positive
313,313,i buy this sound bar now running big savings day just 4999 only i am boss lover my exptation is fulfilled awesome low budget sound bar i love it great job boat,positive,positive.,positive
314,314,this is the right option to buy boat rockers 510 superb sound quality good bassearcups are very softit is a little bit heavy but good to wear comfortable,positive,positive,positive
315,315,so far this is a very good smart watch in this price it has everything useful i liked it very much the battery backup is very good i recommend it to everyone,positive,positive.,positive
316,316,love this product same as shown as this pictureand love with its packaging too really its packed very very well thank you flipkart for this amazing product,positive,positive,positive
317,317,plates size is not upto mark bowl is very very small good for diet but overall all you can bought itwhy oven used freezer safe and finisher is good thanks,positive,neutral,neutral
318,318,love this product same as shown as this pictureand love with its packaging too really its packed very very well thank you flipkart for this amazing product,positive,positive,positive
319,319,amazing product it comes in part and easy to assemble got the delivery 5 days before the scheduled delivery date thank u flipkart for these amazing deal,positive,positive,positive
320,320,its very useful for work from home and mini dining too its better than table mateplease go with this in under section if we provide clip its very excellent,positive,neutral,neutral
321,321,my goodnessive been looking for a product like such which makes easier to study and work as well with laptops or desktopsi would definitely recommend this,positive,positive,positive
322,322,why doing this horrible scam to us this is our hard earned money now this mic is very noisywe are so poor this money means lot to me but i feel scammed,negative,negative,negative
323,323,bad service from flipkart what investigation you are doing called flipkart customer care around 20 times this product is not delivered why it showing delivered,negative,negative,negative
324,324,im a youtuber little king gaming and bought it for my pubg live streaming but threads started coming out within 5 daysnot recommendednote not a fake reviews,negative,negative,negative
325,325,everything is working fine for memultimedia experience is absolutely great and the best part is its speakers killeridk whether otg cable is supported or not,positive,neutral,neutral
326,326,everything is working fine for memultimedia experience is absolutely great and the best part is its speakers killeridk whether otg cable is supported or not,positive,positive,positive
327,327,i would have loved it if it had dolby output which is present for every other rivals sound output could have been improved otherwise an excellent product,positive,neutral,neutral
328,328,value for money all middle class familyperformance awesomedesign color also goodguarantee buy for blind eyesnot realme its reallife product of home appliance,negative,positive,positive
329,329,according to its price its ok if you looking for strong bookself you can skip it but if you looking for a good looking self in less price you can buy it,positive,neutral,neutral
330,330,according to its price its ok if you looking for strong bookself you can skip it but if you looking for a good looking self in less price you can buy it,positive,neutral,neutral
